Date,Last,Open,Max,Min,Vol_K,Var_%,Index
2014-05-27,6686.92,6710.3,6727.13,6683.47,,-0.35,china_a50
2014-05-26,6710.3,6696.94,6748.32,6683.86,,0.2,china_a50
2014-05-25,6696.94,6696.94,6696.94,6696.94,,0.0,china_a50
2014-05-23,6696.94,6643.8,6698.65,6640.43,,0.8,china_a50
2014-05-22,6643.8,6643.57,6731.84,6629.51,,0.0,china_a50
2014-05-21,6643.57,6590.08,6647.29,6529.8,,0.81,china_a50
2014-05-20,6590.08,6585.08,6625.02,6571.19,,0.08,china_a50
2014-05-19,6585.08,6698.74,6698.74,6562.56,,-1.7,china_a50
2014-05-16,6698.74,6695.9,6720.47,6667.76,,0.04,china_a50
2014-05-15,6695.9,6746.48,6755.73,6686.2,,-0.75,china_a50
2014-05-14,6746.48,6755.63,6786.48,6736.64,,-0.14,china_a50
2014-05-13,6755.63,6764.76,6787.99,6735.93,,-0.13,china_a50
2014-05-12,6764.76,6655.12,6784.1,6655.12,,1.65,china_a50
2014-05-09,6655.12,6654.93,6683.64,6629.51,,0.0,china_a50
2014-05-08,6654.93,6658.16,6752.71,6630.85,,-0.05,china_a50
2014-05-07,6658.16,6703.09,6703.09,6654.92,,-0.67,china_a50
2014-05-06,6703.09,6710.05,6758.04,6684.86,,-0.1,china_a50
2014-05-05,6710.05,6734.79,6738.28,6645.04,,-0.37,china_a50
2014-04-30,6734.79,6741.52,6769.98,6724.77,,-0.1,china_a50
2014-04-29,6741.52,6668.55,6752.47,6657.47,,1.09,china_a50
2014-04-28,6668.55,6732.43,6753.81,6651.73,,-0.95,china_a50
2014-04-25,6732.43,6789.51,6837.79,6730.76,,-0.84,china_a50
2014-04-24,6789.51,6789.04,6841.32,6765.1,,0.01,china_a50
2014-04-23,6789.04,6786.05,6822.14,6760.67,,0.04,china_a50
2014-04-22,6786.05,6717.3,6790.47,6689.89,,1.02,china_a50
2014-04-21,6717.3,6838.0,6859.24,6715.04,,-1.77,china_a50
2014-04-18,6838.0,6844.9,6854.89,6759.28,,-0.1,china_a50
2014-04-17,6844.9,6879.28,6911.17,6833.11,,-0.5,china_a50
2014-04-16,6879.28,6864.59,6923.48,6840.91,,0.21,china_a50
2014-04-15,6864.59,7020.73,7020.73,6856.97,,-2.22,china_a50
2014-04-14,7020.73,7065.4,7079.6,6982.27,,-0.63,china_a50
2014-04-11,7065.4,7057.88,7105.97,7028.22,,0.11,china_a50
2014-04-10,7057.88,6887.72,7130.98,6851.34,,2.47,china_a50
2014-04-09,6887.72,6905.72,6930.56,6862.53,,-0.26,china_a50
2014-04-08,6905.72,6713.62,6944.71,6699.91,,2.86,china_a50
2014-04-04,6713.62,6655.16,6715.83,6622.31,,0.88,china_a50
2014-04-03,6655.16,6717.83,6776.78,6648.7,,-0.93,china_a50
2014-04-02,6717.83,6650.96,6727.68,6650.76,,1.01,china_a50
2014-04-01,6650.96,6611.85,6684.49,6588.07,,0.59,china_a50
2014-03-31,6611.85,6615.2,6669.08,6579.6,,-0.05,china_a50
2014-03-28,6615.2,6574.73,6663.92,6574.43,,0.62,china_a50
2014-03-27,6574.73,6583.05,6668.27,6512.35,,-0.13,china_a50
2014-03-26,6583.05,6602.78,6641.19,6569.45,,-0.3,china_a50
2014-03-25,6602.78,6638.42,6668.3,6579.84,,-0.54,china_a50
2014-03-24,6638.42,6591.96,6675.49,6572.61,,0.7,china_a50
2014-03-21,6591.96,6334.41,6610.6,6316.16,,4.07,china_a50
2014-03-20,6334.41,6400.53,6449.3,6331.94,,-1.03,china_a50
2014-03-19,6400.53,6454.66,6454.66,6342.7,,-0.84,china_a50
2014-03-18,6454.66,6489.45,6508.64,6445.81,,-0.54,china_a50
2014-03-17,6489.45,6447.28,6498.89,6434.89,,0.65,china_a50
2014-03-14,6447.28,6512.56,6512.56,6406.95,,-1.0,china_a50
2014-03-13,6512.56,6430.89,6573.22,6430.89,,1.27,china_a50
2014-03-12,6430.89,6413.72,6482.93,6367.68,,0.27,china_a50
2014-03-11,6413.72,6378.16,6450.42,6361.63,,0.56,china_a50
2014-03-10,6378.16,6556.68,6556.68,6373.57,,-2.72,china_a50
2014-03-09,6556.68,6556.68,6556.68,6556.68,,0.0,china_a50
2014-03-07,6556.68,6568.08,6624.05,6545.48,,-0.17,china_a50
2014-03-06,6568.08,6508.39,6597.7,6444.17,,0.92,china_a50
2014-03-05,6508.39,6577.51,6590.68,6493.04,,-1.05,china_a50
2014-03-04,6577.51,6579.17,6595.66,6508.96,,-0.03,china_a50
2014-03-03,6579.17,6589.7,6607.59,6539.45,,-0.16,china_a50
2014-02-28,6589.7,6534.59,6599.48,6471.16,,0.84,china_a50
2014-02-27,6534.59,6503.41,6578.1,6473.62,,0.48,china_a50
2014-02-26,6503.41,6496.63,6526.6,6448.26,,0.1,china_a50
2014-02-25,6496.63,6624.71,6648.73,6476.66,,-1.93,china_a50
2014-02-24,6624.71,6810.8,6810.8,6583.55,,-2.73,china_a50
2014-02-21,6810.8,6872.71,6880.75,6770.87,,-0.9,china_a50
2014-02-20,6872.71,6940.54,7036.53,6868.0,,-0.98,china_a50
2014-02-19,6940.54,6809.46,6966.67,6792.96,,1.92,china_a50
2014-02-18,6809.46,6935.91,6935.91,6797.56,,-1.82,china_a50
2014-02-17,6935.91,6918.14,6979.13,6894.27,,0.26,china_a50
2014-02-14,6918.14,6911.04,6932.99,6885.14,,0.1,china_a50
2014-02-13,6911.04,6888.5,6990.63,6856.15,,0.33,china_a50
2014-02-12,6888.5,6881.54,6929.3,6860.32,,0.1,china_a50
2014-02-11,6881.54,6795.57,6919.14,6769.5,,1.27,china_a50
2014-02-10,6795.57,6676.75,6804.39,6676.75,,1.78,china_a50
2014-02-07,6676.75,6687.95,6687.95,6598.11,,-0.17,china_a50
2014-02-04,6687.95,6687.95,6687.95,6687.95,,0.0,china_a50
2014-01-30,6687.95,6773.49,6773.49,6682.33,,-1.26,china_a50
2014-01-29,6773.49,6750.11,6796.72,6750.11,,0.35,china_a50
2014-01-28,6750.11,6711.74,6771.75,6698.51,,0.57,china_a50
2014-01-27,6711.74,6815.96,6815.96,6695.39,,-1.53,china_a50
2014-01-24,6815.96,6801.57,6869.63,6765.13,,0.21,china_a50
2014-01-23,6801.57,6866.21,6878.11,6789.41,,-0.94,china_a50
2014-01-22,6866.21,6708.07,6868.53,6706.16,,2.36,china_a50
2014-01-21,6708.07,6653.1,6752.06,6653.1,,0.83,china_a50
2014-01-20,6653.1,6682.26,6692.02,6622.22,,-0.44,china_a50
2014-01-17,6682.26,6753.71,6753.71,6660.82,,-1.06,china_a50
2014-01-16,6753.71,6742.17,6798.35,6713.16,,0.17,china_a50
2014-01-15,6742.17,6778.68,6780.26,6699.54,,-0.54,china_a50
2014-01-14,6778.68,6738.24,6800.89,6703.83,,0.6,china_a50
2014-01-13,6738.24,6756.57,6804.33,6708.64,,-0.27,china_a50
2014-01-10,6756.57,6772.71,6789.45,6725.0,,-0.24,china_a50
2014-01-09,6772.71,6813.09,6867.42,6758.33,,-0.59,china_a50
2014-01-08,6813.09,6787.13,6862.32,6758.46,,0.38,china_a50
2014-01-07,6787.13,6806.95,6806.95,6732.8,,-0.29,china_a50
2014-01-06,6806.95,6913.72,6914.78,6731.47,,-1.54,china_a50
2014-01-03,6913.72,7032.85,7032.85,6880.67,,-1.69,china_a50
2014-01-02,7032.85,7101.54,7101.54,6999.09,,-0.97,china_a50
2013-12-31,7101.54,6981.37,7113.66,6946.31,,1.72,china_a50
2013-12-30,6981.37,7016.87,7058.75,6977.74,,-0.51,china_a50
2013-12-27,7016.87,6897.49,7064.14,6893.26,,1.73,china_a50
2013-12-26,6897.49,7007.15,7007.15,6888.64,,-1.56,china_a50
2013-12-25,7007.15,6972.25,7012.39,6948.43,,0.5,china_a50
2013-12-24,6972.25,6967.35,7051.86,6920.74,,0.07,china_a50
2013-12-23,6967.35,6934.89,7019.54,6914.74,,0.47,china_a50
2013-12-20,6934.89,7180.83,7199.05,6934.89,,-3.42,china_a50
2013-12-19,7180.83,7261.84,7305.04,7175.63,,-1.12,china_a50
2013-12-18,7261.84,7254.43,7295.57,7236.77,,0.1,china_a50
2013-12-17,7254.43,7281.51,7303.87,7241.08,,-0.37,china_a50
2013-12-16,7281.51,7380.66,7404.63,7278.93,,-1.34,china_a50
2013-12-13,7380.66,7386.7,7396.61,7310.89,,-0.08,china_a50
2013-12-12,7386.7,7425.54,7436.3,7372.34,,-0.52,china_a50
2013-12-11,7425.54,7581.58,7581.58,7397.03,,-2.06,china_a50
2013-12-10,7581.58,7568.56,7621.1,7553.55,,0.17,china_a50
2013-12-09,7568.56,7583.05,7640.16,7551.53,,-0.19,china_a50
2013-12-06,7583.05,7640.84,7646.31,7549.32,,-0.76,china_a50
2013-12-05,7640.84,7673.53,7689.13,7623.54,,-0.43,china_a50
2013-12-04,7673.53,7600.79,7724.09,7567.45,,0.96,china_a50
2013-12-03,7600.79,7583.34,7625.44,7520.23,,0.23,china_a50
2013-12-02,7583.34,7501.44,7654.43,7478.01,,1.09,china_a50
2013-11-29,7501.44,7509.44,7541.34,7481.63,,-0.11,china_a50
2013-11-28,7509.44,7444.89,7583.82,7444.89,,0.87,china_a50
2013-11-27,7444.89,7372.98,7492.47,7355.01,,0.98,china_a50
2013-11-26,7372.98,7389.44,7420.9,7362.75,,-0.22,china_a50
2013-11-25,7389.44,7424.74,7503.5,7358.4,,-0.48,china_a50
2013-11-22,7424.74,7442.02,7484.31,7403.6,,-0.23,china_a50
2013-11-21,7442.02,7511.67,7511.67,7332.36,,-0.93,china_a50
2013-11-20,7511.67,7484.58,7565.38,7454.53,,0.36,china_a50
2013-11-19,7484.58,7553.47,7565.63,7472.35,,-0.91,china_a50
2013-11-18,7553.47,7239.32,7563.74,7239.32,,4.34,china_a50
2013-11-15,7239.32,7097.52,7315.72,7096.81,,2.0,china_a50
2013-11-14,7097.52,7094.28,7117.65,7045.21,,0.05,china_a50
2013-11-13,7094.28,7277.47,7279.36,7090.24,,-2.52,china_a50
2013-11-12,7277.47,7175.82,7283.54,7175.82,,1.42,china_a50
2013-11-11,7175.82,7163.23,7199.38,7120.93,,0.18,china_a50
2013-11-08,7163.23,7248.49,7261.21,7155.45,,-1.18,china_a50
2013-11-07,7248.49,7258.5,7283.88,7200.2,,-0.14,china_a50
2013-11-06,7258.5,7359.44,7359.44,7256.1,,-1.37,china_a50
2013-11-05,7359.44,7386.06,7386.06,7254.52,,-0.36,china_a50
2013-11-04,7386.06,7435.17,7504.13,7371.6,,-0.66,china_a50
2013-11-01,7435.17,7351.95,7460.15,7351.8,,1.13,china_a50
2013-10-31,7351.95,7431.74,7436.29,7339.7,,-1.07,china_a50
2013-10-30,7431.74,7342.44,7435.9,7303.79,,1.22,china_a50
2013-10-29,7342.44,7208.28,7426.3,7208.28,,1.86,china_a50
2013-10-28,7208.28,7224.05,7244.15,7169.16,,-0.22,china_a50
2013-10-25,7224.05,7256.16,7326.98,7183.34,,-0.44,china_a50
2013-10-24,7256.16,7316.98,7327.73,7239.83,,-0.83,china_a50
2013-10-23,7316.98,7320.87,7460.47,7308.48,,-0.05,china_a50
2013-10-22,7320.87,7416.76,7416.76,7302.8,,-1.29,china_a50
2013-10-21,7416.76,7324.21,7425.1,7281.97,,1.26,china_a50
2013-10-18,7324.21,7287.6,7373.02,7287.34,,0.5,china_a50
2013-10-17,7287.6,7317.19,7380.12,7280.34,,-0.4,china_a50
2013-10-16,7317.19,7425.08,7428.0,7283.23,,-1.45,china_a50
2013-10-15,7425.08,7464.1,7478.11,7386.94,,-0.52,china_a50
2013-10-14,7464.1,7495.25,7503.68,7441.28,,-0.42,china_a50
2013-10-11,7495.25,7364.62,7508.38,7364.62,,1.77,china_a50
2013-10-10,7364.62,7484.67,7498.73,7351.11,,-1.6,china_a50
2013-10-09,7484.67,7453.32,7506.09,7400.08,,0.42,china_a50
2013-10-08,7453.32,7374.41,7472.43,7286.1,,1.07,china_a50
2013-09-30,7374.41,7361.0,7419.51,7343.92,,0.18,china_a50
2013-09-27,7361.0,7327.18,7369.33,7299.62,,0.46,china_a50
2013-09-26,7327.18,7466.41,7466.41,7311.9,,-1.86,china_a50
2013-09-25,7466.41,7512.9,7575.47,7447.41,,-0.62,china_a50
2013-09-24,7512.9,7687.83,7687.83,7452.52,,-2.28,china_a50
2013-09-23,7687.83,7613.08,7692.59,7601.09,,0.98,china_a50
2013-09-18,7613.08,7609.98,7661.23,7538.84,,0.04,china_a50
2013-09-17,7609.98,7786.1,7825.97,7604.1,,-2.26,china_a50
2013-09-16,7786.1,7834.97,7899.54,7718.34,,-0.62,china_a50
2013-09-13,7834.97,7938.46,7955.7,7803.13,,-1.3,china_a50
2013-09-12,7938.46,7787.95,8042.26,7719.61,,1.93,china_a50
2013-09-11,7787.95,7763.83,7897.69,7756.83,,0.31,china_a50
2013-09-10,7763.83,7653.57,7766.15,7616.08,,1.44,china_a50
2013-09-09,7653.57,7254.61,7690.34,7254.61,,5.5,china_a50
2013-09-06,7254.61,7200.13,7273.11,7177.03,,0.76,china_a50
2013-09-05,7200.13,7217.65,7236.61,7183.47,,-0.24,china_a50
2013-09-04,7217.66,7226.45,7247.84,7203.99,,-0.12,china_a50
2013-09-03,7226.45,7107.75,7228.7,7106.39,,1.67,china_a50
2013-09-02,7107.75,7119.37,7162.62,7064.53,,-0.16,china_a50
2013-08-30,7119.37,7097.87,7167.68,7056.74,,0.3,china_a50
2013-08-29,7097.87,7116.9,7180.44,7069.2,,-0.27,china_a50
2013-08-28,7116.9,7172.66,7172.66,7055.99,,-0.78,china_a50
2013-08-27,7172.66,7173.15,7202.09,7118.13,,-0.01,china_a50
2013-08-26,7173.15,7022.07,7184.51,7016.92,,2.15,china_a50
2013-08-23,7022.07,7097.17,7154.29,6920.43,,-1.06,china_a50
2013-08-22,7097.17,7123.65,7203.07,7081.39,,-0.37,china_a50
2013-08-21,7123.65,7158.13,7194.25,7077.88,,-0.48,china_a50
2013-08-20,7158.13,7201.55,7298.4,7129.66,,-0.6,china_a50
2013-08-19,7201.55,7129.14,7238.7,7045.66,,1.02,china_a50
2013-08-16,7129.14,7134.96,7591.38,7047.01,,-0.08,china_a50
2013-08-15,7134.96,7190.41,7257.4,7129.82,,-0.77,china_a50
2013-08-14,7190.41,7221.13,7327.2,7170.68,,-0.43,china_a50
2013-08-13,7221.13,7174.4,7225.65,7149.88,,0.65,china_a50
2013-08-12,7174.4,6932.69,7176.16,6932.69,,3.49,china_a50
2013-08-09,6932.69,6914.01,6984.42,6851.69,,0.27,china_a50
2013-08-08,6914.01,6941.35,6987.16,6888.06,,-0.39,china_a50
2013-08-07,6941.35,6965.45,7052.06,6930.29,,-0.35,china_a50
2013-08-06,6965.45,6962.04,6999.65,6864.32,,0.05,china_a50
2013-08-05,6962.04,6894.55,6962.04,6866.46,,0.98,china_a50
2013-08-02,6894.55,6898.25,6998.05,6881.88,,-0.05,china_a50
2013-08-01,6898.25,6762.67,6919.58,6762.67,,2.0,china_a50
2013-07-31,6762.67,6745.57,6907.77,6744.45,,0.25,china_a50
2013-07-30,6745.57,6670.79,6847.68,6670.07,,1.12,china_a50
2013-07-29,6670.79,6816.02,6816.02,6634.66,,-2.13,china_a50
2013-07-26,6816.02,6852.39,6852.39,6779.93,,-0.53,china_a50
2013-07-25,6852.39,6860.58,6928.81,6819.37,,-0.12,china_a50
2013-07-24,6860.58,6960.73,6960.73,6777.7,,-1.44,china_a50
2013-07-23,6960.73,6783.32,7023.03,6781.5,,2.62,china_a50
2013-07-22,6783.32,6791.88,6792.77,6677.86,,-0.13,china_a50
2013-07-19,6791.88,6953.52,6980.77,6771.65,,-2.32,china_a50
2013-07-18,6953.52,7097.48,7102.2,6940.15,,-2.03,china_a50
2013-07-17,7097.48,7192.29,7216.69,7096.05,,-1.32,china_a50
2013-07-16,7192.29,7180.01,7193.32,7071.99,,0.17,china_a50
2013-07-15,7180.01,7117.36,7306.33,7096.92,,0.88,china_a50
2013-07-12,7117.36,7323.65,7323.9,7107.19,,-2.82,china_a50
2013-07-11,7323.65,6957.83,7403.38,6957.83,,5.26,china_a50
2013-07-10,6957.83,6783.59,6961.58,6763.31,,2.57,china_a50
2013-07-09,6783.59,6783.32,6811.87,6747.46,,0.0,china_a50
2013-07-08,6783.32,6919.98,6919.98,6760.6,,-1.97,china_a50
2013-07-05,6919.98,6869.84,6968.35,6869.84,,0.73,china_a50
2013-07-04,6869.84,6809.44,6935.19,6732.28,,0.89,china_a50
2013-07-03,6809.44,6895.42,6895.42,6718.46,,-1.25,china_a50
2013-07-02,6895.42,6919.31,6930.88,6797.39,,-0.35,china_a50
2013-07-01,6919.31,6933.82,6933.82,6794.53,,-0.21,china_a50
2013-06-28,6933.82,6736.34,6978.49,6689.2,,2.93,china_a50
2013-06-27,6736.34,6715.93,6820.3,6689.7,,0.3,china_a50
2013-06-26,6715.93,6773.77,6785.12,6617.08,,-0.85,china_a50
2013-06-25,6773.77,6768.49,6782.56,6347.52,,0.08,china_a50
2013-06-24,6768.49,7238.37,7238.37,6766.83,,-6.49,china_a50
2013-06-21,7238.37,7250.71,7294.44,7095.95,,-0.17,china_a50
2013-06-20,7250.71,7492.89,7492.89,7240.63,,-3.23,china_a50
2013-06-19,7492.89,7574.04,7574.04,7408.04,,-1.07,china_a50
2013-06-18,7574.04,7526.12,7598.83,7508.41,,0.64,china_a50
2013-06-17,7526.12,7586.83,7627.21,7513.37,,-0.8,china_a50
2013-06-14,7586.83,7572.25,7597.74,7541.8,,0.19,china_a50
2013-06-13,7572.25,7844.13,7844.13,7489.31,,-3.47,china_a50
2013-06-07,7844.13,7970.75,7997.94,7822.09,,-1.59,china_a50
2013-06-06,7970.75,8069.69,8069.69,7961.26,,-1.23,china_a50
2013-06-05,8069.69,8121.1,8122.99,8038.32,,-0.63,china_a50
2013-06-04,8121.1,8203.48,8203.48,8104.61,,-1.0,china_a50
2013-06-03,8203.48,8222.32,8267.7,8182.46,,-0.23,china_a50
2013-05-31,8222.32,8294.9,8335.17,8216.81,,-0.87,china_a50
2013-05-30,8294.9,8323.73,8344.38,8264.93,,-0.35,china_a50
2013-05-29,8323.73,8363.0,8422.09,8320.26,,-0.47,china_a50
2013-05-28,8363.0,8170.76,8363.26,8141.56,,2.35,china_a50
2013-05-27,8170.76,8187.22,8223.17,8145.1,,-0.2,china_a50
2013-05-24,8187.22,8174.24,8259.44,8124.85,,0.16,china_a50
2013-05-23,8174.24,8326.08,8326.08,8169.7,,-1.82,china_a50
2013-05-22,8326.08,8296.02,8352.33,8275.88,,0.36,china_a50
2013-05-21,8296.02,8319.88,8330.55,8245.71,,-0.29,china_a50
2013-05-20,8319.88,8242.18,8399.79,8242.18,,0.94,china_a50
2013-05-17,8242.18,8131.52,8267.86,8100.88,,1.36,china_a50
2013-05-16,8131.52,7985.39,8137.2,7908.04,,1.83,china_a50
2013-05-15,7985.39,7966.89,8008.51,7949.01,,0.23,china_a50
2013-05-14,7966.89,8097.1,8097.1,7934.14,,-1.61,china_a50
2013-05-13,8097.1,8152.74,8169.46,8057.42,,-0.68,china_a50
2013-05-10,8152.74,8106.2,8174.32,8065.96,,0.57,china_a50
2013-05-09,8106.2,8174.65,8185.57,8051.02,,-0.84,china_a50
2013-05-08,8174.65,8130.48,8246.26,8130.33,,0.54,china_a50
2013-05-07,8130.48,8115.3,8159.91,8060.2,,0.19,china_a50
2013-05-06,8115.3,8025.93,8153.1,8025.93,,1.11,china_a50
2013-05-03,8025.93,7888.55,8137.06,7888.55,,1.74,china_a50
2013-05-02,7888.55,7885.55,7907.25,7813.12,,0.04,china_a50
2013-04-26,7885.55,7933.59,7999.75,7863.05,,-0.61,china_a50
2013-04-25,7933.59,8002.06,8028.39,7866.36,,-0.86,china_a50
2013-04-24,8002.06,7867.66,8071.04,7840.85,,1.71,china_a50
2013-04-23,7867.66,8138.49,8154.82,7863.69,,-3.33,china_a50
2013-04-22,8138.49,8172.25,8189.84,8096.6,,-0.41,china_a50
2013-04-19,8172.25,7931.91,8207.51,7931.91,,3.03,china_a50
2013-04-18,7931.91,7897.52,7948.7,7811.82,,0.44,china_a50
2013-04-17,7897.52,7935.22,7953.02,7833.1,,-0.48,china_a50
2013-04-16,7935.22,7856.17,7938.95,7790.53,,1.01,china_a50
2013-04-15,7856.17,7910.48,7926.39,7834.03,,-0.69,china_a50
2013-04-12,7910.48,7957.19,8000.58,7905.87,,-0.59,china_a50
2013-04-11,7957.19,7974.53,8065.09,7950.4,,-0.22,china_a50
2013-04-10,7974.53,7992.36,8009.19,7926.94,,-0.22,china_a50
2013-04-09,7992.36,7924.6,8050.88,7924.6,,0.86,china_a50
2013-04-08,7924.6,8010.26,8010.26,7805.87,,-1.07,china_a50
2013-04-03,8010.26,7983.01,8090.93,7980.62,,0.34,china_a50
2013-04-02,7983.01,7973.5,8083.38,7937.12,,0.12,china_a50
2013-04-01,7973.5,8000.42,8025.14,7951.89,,-0.34,china_a50
2013-03-29,8000.42,7991.5,8015.73,7930.07,,0.12,china_a50
2013-03-28,7990.52,8320.86,8320.86,7941.61,,-3.97,china_a50
2013-03-27,8320.86,8294.99,8432.84,8262.84,,0.31,china_a50
2013-03-26,8294.99,8451.42,8451.42,8258.6,,-1.85,china_a50
2013-03-25,8451.42,8469.56,8555.28,8439.38,,-0.21,china_a50
2013-03-22,8469.56,8462.15,8502.96,8420.24,,0.09,china_a50
2013-03-21,8462.15,8480.45,8510.8,8408.13,,-0.22,china_a50
2013-03-20,8480.45,8154.78,8480.75,8154.78,,3.99,china_a50
2013-03-19,8154.78,8068.97,8179.6,8047.51,,1.06,china_a50
2013-03-18,8068.97,8219.97,8219.97,8060.65,,-1.84,china_a50
2013-03-15,8219.97,8214.4,8454.46,8093.77,,0.07,china_a50
2013-03-14,8214.4,8213.77,8273.92,8158.43,,0.01,china_a50
2013-03-13,8213.77,8301.39,8318.3,8184.72,,-1.06,china_a50
2013-03-12,8301.39,8400.41,8498.76,8234.54,,-1.18,china_a50
2013-03-11,8400.41,8496.0,8496.0,8353.83,,-1.13,china_a50
2013-03-08,8496.0,8508.37,8567.66,8451.88,,-0.15,china_a50
2013-03-07,8508.37,8639.76,8652.13,8410.76,,-1.52,china_a50
2013-03-06,8639.76,8559.22,8677.37,8530.05,,0.94,china_a50
2013-03-05,8559.22,8251.49,8566.94,8243.53,,3.73,china_a50
2013-03-04,8251.49,8741.71,8741.71,8195.77,,-5.61,china_a50
2013-03-01,8741.71,8787.8,8824.26,8595.97,,-0.52,china_a50
2013-02-28,8787.8,8476.42,8789.26,8476.42,,3.67,china_a50
2013-02-27,8476.42,8362.4,8550.08,8362.4,,1.36,china_a50
2013-02-26,8362.4,8467.68,8595.17,8353.56,,-1.24,china_a50
2013-02-25,8467.68,8438.27,8560.65,8417.55,,0.35,china_a50
2013-02-22,8438.27,8506.67,8529.49,8417.32,,-0.8,china_a50
2013-02-21,8506.67,8838.93,8838.93,8409.1,,-3.76,china_a50
2013-02-20,8838.93,8857.43,8868.83,8712.55,,-0.21,china_a50
2013-02-19,8857.43,9015.14,9025.38,8817.76,,-1.75,china_a50
2013-02-18,9015.14,9140.19,9210.22,9009.78,,-1.37,china_a50
2013-02-08,9140.19,9151.07,9210.46,9037.64,,-0.12,china_a50
2013-02-07,9151.07,9292.78,9292.78,9005.67,,-1.52,china_a50
2013-02-06,9292.78,9252.58,9341.29,9224.04,,0.43,china_a50
2013-02-05,9252.58,9232.46,9284.7,9092.82,,0.22,china_a50
2013-02-04,9232.46,9227.53,9354.82,9183.75,,0.05,china_a50
2013-02-01,9227.53,8961.53,9236.22,8890.65,,2.97,china_a50
2013-01-31,8961.53,8963.95,8997.22,8883.64,,-0.03,china_a50
2013-01-30,8963.95,8907.75,8971.23,8865.22,,0.63,china_a50
2013-01-29,8907.75,8802.31,8951.62,8788.03,,1.2,china_a50
2013-01-28,8802.31,8499.14,8805.15,8499.14,,3.57,china_a50
2013-01-25,8499.14,8577.41,8591.52,8471.1,,-0.91,china_a50
2013-01-24,8577.41,8599.59,8845.26,8512.1,,-0.26,china_a50
2013-01-23,8599.59,8562.45,8613.84,8487.89,,0.43,china_a50
2013-01-22,8562.45,8539.09,8652.44,8469.2,,0.27,china_a50
2013-01-21,8539.09,8452.08,8540.93,8384.21,,1.03,china_a50
2013-01-18,8452.08,8309.76,8501.49,8307.68,,1.71,china_a50
2013-01-17,8309.76,8390.54,8391.03,8267.87,,-0.96,china_a50
2013-01-16,8390.54,8512.85,8512.85,8287.23,,-1.44,china_a50
2013-01-15,8512.85,8494.19,8547.62,8471.73,,0.22,china_a50
2013-01-14,8494.19,8174.9,8524.25,8142.36,,3.91,china_a50
2013-01-11,8174.9,8318.98,8352.16,8137.24,,-1.73,china_a50
2013-01-10,8318.98,8319.01,8409.96,8269.69,,-0.0,china_a50
2013-01-09,8319.01,8337.05,8353.81,8256.3,,-0.22,china_a50
2013-01-08,8337.05,8436.63,8447.05,8290.5,,-1.18,china_a50
2013-01-07,8436.63,8400.41,8488.34,8346.65,,0.43,china_a50
2013-01-04,8400.41,8329.0,8527.2,8311.1,,0.86,china_a50
2012-12-31,8329.0,8157.43,8332.3,8157.43,,2.1,china_a50
2012-12-28,8157.43,8018.79,8169.83,8018.79,,1.73,china_a50
2012-12-27,8018.79,8069.05,8137.46,8014.65,,-0.62,china_a50
2012-12-26,8069.05,8063.0,8092.19,8033.87,,0.08,china_a50
2012-12-25,8063.0,7822.81,8110.96,7772.84,,3.07,china_a50
2012-12-24,7822.81,7800.15,7887.24,7762.21,,0.29,china_a50
2012-12-21,7800.15,7864.77,7939.74,7780.05,,-0.82,china_a50
2012-12-20,7864.77,7826.69,7890.52,7748.62,,0.49,china_a50
2012-12-19,7826.69,7816.54,7894.89,7786.8,,0.13,china_a50
2012-12-18,7816.54,7807.0,7929.24,7742.06,,0.12,china_a50
2012-12-17,7807.0,7757.38,7855.62,7757.38,,0.64,china_a50
2012-12-14,7757.38,7344.3,7764.33,7344.3,,5.62,china_a50
2012-12-13,7344.3,7434.21,7434.21,7341.03,,-1.21,china_a50
2012-12-12,7434.21,7387.29,7456.1,7372.23,,0.64,china_a50
2012-12-11,7387.29,7426.37,7441.01,7380.01,,-0.53,china_a50
2012-12-10,7426.37,7343.63,7453.73,7343.63,,1.13,china_a50
2012-12-07,7343.63,7202.63,7355.34,7197.48,,1.96,china_a50
2012-12-06,7202.63,7203.54,7235.4,7153.29,,-0.01,china_a50
2012-12-05,7203.54,6956.48,7234.28,6943.8,,3.55,china_a50
2012-12-04,6956.48,6887.72,6973.67,6867.25,,1.0,china_a50
2012-12-03,6887.72,6956.32,7010.54,6886.26,,-0.99,china_a50
2012-11-30,6956.32,6884.7,6971.08,6865.01,,1.04,china_a50
2012-11-29,6884.7,6919.05,6953.23,6880.09,,-0.5,china_a50
2012-11-28,6919.05,6961.52,6961.52,6905.35,,-0.61,china_a50
2012-11-27,6961.52,6997.99,7004.45,6954.44,,-0.52,china_a50
2012-11-26,6997.99,7036.22,7036.22,6976.63,,-0.54,china_a50
2012-11-23,7036.22,6973.2,7066.86,6973.2,,0.9,china_a50
2012-11-22,6973.2,7012.74,7012.74,6941.98,,-0.56,china_a50
2012-11-21,7012.74,6917.0,7016.82,6884.28,,1.38,china_a50
2012-11-20,6917.0,6955.46,6973.67,6903.62,,-0.55,china_a50
2012-11-19,6955.46,6983.8,6983.8,6870.56,,-0.41,china_a50
2012-11-16,6983.8,7039.87,7040.9,6942.13,,-0.8,china_a50
2012-11-15,7039.87,7121.08,7121.08,7038.82,,-1.14,china_a50
2012-11-14,7121.08,7092.62,7133.91,7073.25,,0.4,china_a50
2012-11-13,7092.62,7202.9,7204.38,7073.92,,-1.53,china_a50
